RTL First name	RTL Last name	RTL Full name	Entity ID	Latin full name	Search URL
كارنيك زيفر	غارابيديان	كارنيك زيفر غارابيديان	61802	Carnik Ziver Garabedian	https://www.mideastmed.org/search/people?first-name=كارنيك زيفر&last-name=غارابيديان
انطون	حلبي	انطون حلبي	61803	Antun Halabi	https://www.mideastmed.org/search/people?first-name=انطون&last-name=حلبي
اسحق	حلبي	اسحق حلبي	61804	Ishaq Halabi	https://www.mideastmed.org/search/people?first-name=اسحق&last-name=حلبي
ربحي احمد	حمدة	ربحي احمد حمدة	61805	Rubhi Ahmad Hammada	https://www.mideastmed.org/search/people?first-name=ربحي احمد&last-name=حمدة
جورج	حنا	جورج حنا	61806	George Hana	https://www.mideastmed.org/search/people?first-name=جورج&last-name=حنا
غالب خليل	هندية	غالب خليل هندية	61807	Ghalib Khalil Hindiyya	https://www.mideastmed.org/search/people?first-name=غالب خليل&last-name=هندية
احمد سامح	الخالدي	احمد سامح الخالدي	61808	Ahmad Samih Al-Khalidi	https://www.mideastmed.org/search/people?first-name=احمد سامح&last-name=الخالدي
محمد توفيق	الخالدي	محمد توفيق الخالدي	61809	Muhammad Tawfiq al-Khalidi	https://www.mideastmed.org/search/people?first-name=محمد توفيق&last-name=الخالدي
عبد القادر	خليل	عبد القادر خليل	61810	ʻAbd al-Qadir Khalil	https://www.mideastmed.org/search/people?first-name=عبد القادر&last-name=خليل
نسيب	محمود	نسيب محمود	61811	Nasib Mahmud	https://www.mideastmed.org/search/people?first-name=نسيب&last-name=محمود
يوسف جورج	قدورة	يوسف جورج قدورة	61815	Yusuf George Qadura	https://www.mideastmed.org/search/people?first-name=يوسف جورج&last-name=قدورة
محمد د.ا.	قبلاوي	محمد د.ا. قبلاوي	61816	Muhammad D.A. Qiblawi	https://www.mideastmed.org/search/people?first-name=محمد د.ا.&last-name=قبلاوي
محمد	قريش	محمد قريش	61817	Muhammad Quraysh	https://www.mideastmed.org/search/people?first-name=محمد&last-name=قريش
	قوطة	 قوطة	61818	George A. Quta	https://www.mideastmed.org/search/people?first-name=&last-name=قوطة
احمد سامح س.	راغب	احمد سامح س. راغب	61819	Ahmad Samih S. Raghib	https://www.mideastmed.org/search/people?first-name=احمد سامح س.&last-name=راغب
محفوظ يعقوب	سعيد	محفوظ يعقوب سعيد	61821	Mahfuz Yaʻqub Saʻid	https://www.mideastmed.org/search/people?first-name=محفوظ يعقوب&last-name=سعيد
جبريل س.	سعيدة	جبريل س. سعيدة	61822	Jibril Salim Saʻida	https://www.mideastmed.org/search/people?first-name=جبريل س.&last-name=سعيدة
روبين مانوك	سارافيان	روبين مانوك سارافيان	61823	Rubin Manuk Saraphian	https://www.mideastmed.org/search/people?first-name=روبين مانوك&last-name=سارافيان
سابا الياس	صايغ	سابا الياس صايغ	61824	Saba Ilias Sayigh	https://www.mideastmed.org/search/people?first-name=سابا الياس&last-name=صايغ
جبريل	سيدة	جبريل سيدة	61825	Jibril Sayyida	https://www.mideastmed.org/search/people?first-name=جبريل&last-name=سيدة
سيمون	سينانيان	سيمون سينانيان	61826	Simon Sinanian	https://www.mideastmed.org/search/people?first-name=سيمون&last-name=سينانيان
سليمان	طنوس	سليمان طنوس	61827	Sulayman Tanus	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=طنوس
اغوب	واهان	اغوب واهان	61829	Aghob Wahan	https://www.mideastmed.org/search/people?first-name=اغوب&last-name=واهان
ليفون هـ.	يينوكيان	ليفون هـ. يينوكيان	61830	Levon H. Yenoukian	https://www.mideastmed.org/search/people?first-name=ليفون هـ.&last-name=يينوكيان
منير	ابو غزالة	منير ابو غزالة	61831	Munir Abu Ghazala	https://www.mideastmed.org/search/people?first-name=منير&last-name=ابو غزالة
فهمي	ابو غزالة	فهمي ابو غزالة	61832	Fahmi Abu Ghazala	https://www.mideastmed.org/search/people?first-name=فهمي&last-name=ابو غزالة
جميل س.	ايوب	جميل س. ايوب	61833	Jamil S. Ayub	https://www.mideastmed.org/search/people?first-name=جميل س.&last-name=ايوب
بطرس	غطاس	بطرس غطاس	61834	Butrus Ghattas	https://www.mideastmed.org/search/people?first-name=بطرس&last-name=غطاس
خاتشادور	غوديان	خاتشادور غوديان	61835	Khatchadour Goudian	https://www.mideastmed.org/search/people?first-name=خاتشادور&last-name=غوديان
فوزي	حداد	فوزي حداد	61836	Fawzi Haddad	https://www.mideastmed.org/search/people?first-name=فوزي&last-name=حداد
محمد	جعوني	محمد جعوني	61837	Muhammad Jaʻuni	https://www.mideastmed.org/search/people?first-name=محمد&last-name=جعوني
داؤد	جوزة	داؤد جوزة	61838	Da’ud Jawza	https://www.mideastmed.org/search/people?first-name=داؤد&last-name=جوزة
يوسف	المنير	يوسف المنير	61839	Yusuf al-Munir	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=المنير
سركيس	مصور	سركيس مصور	61840	Sarkis Musawwar	https://www.mideastmed.org/search/people?first-name=سركيس&last-name=مصور
عبد الحليم	سراج	عبد الحليم سراج	61841	ʻAbd al-Halim Sarraj	https://www.mideastmed.org/search/people?first-name=عبد الحليم&last-name=سراج
عبد م.	شطي	عبد م. شطي	61842	Abd M. Shati	https://www.mideastmed.org/search/people?first-name=عبد م.&last-name=شطي
نيقولا	يوسف	نيقولا يوسف	61843	Nicolas Yusuf	https://www.mideastmed.org/search/people?first-name=نيقولا&last-name=يوسف
امين	امين ورور	امين امين ورور	61844	Amin Warur	https://www.mideastmed.org/search/people?first-name=امين&last-name=امين ورور
	صدقي	 صدقي	61845	M.Z. Sidky	https://www.mideastmed.org/search/people?first-name=&last-name=صدقي
احمد	خيري	احمد خيري	61846	Ahmad Khayri	https://www.mideastmed.org/search/people?first-name=احمد&last-name=خيري
توفيق	حلّاق	توفيق حلّاق	61847	Tawfiq Hallaq	https://www.mideastmed.org/search/people?first-name=توفيق&last-name=حلّاق
محمد	واصف	محمد واصف	61848	Muhammad Wasif	https://www.mideastmed.org/search/people?first-name=محمد&last-name=واصف
أمين مراد	حداد	أمين مراد حداد	61849	Amin Murad Haddad	https://www.mideastmed.org/search/people?first-name=أمين مراد&last-name=حداد
فريد	حداد	فريد حداد	61850	Farid Haddad	https://www.mideastmed.org/search/people?first-name=فريد&last-name=حداد
ا.س	حمدي	ا.س حمدي	61851	A.S. Hamdi	https://www.mideastmed.org/search/people?first-name=ا.س&last-name=حمدي
خليل فائق	ابراهيم	خليل فائق ابراهيم	61852	Khalil Fa’iq Ibrahim	https://www.mideastmed.org/search/people?first-name=خليل فائق&last-name=ابراهيم
حنينة	طيبي	حنينة طيبي	61853	Hannine Taiby	https://www.mideastmed.org/search/people?first-name=حنينة&last-name=طيبي
بيومي	النصري	بيومي النصري	61854	Bayumi M. al-Nasari	https://www.mideastmed.org/search/people?first-name=بيومي&last-name=النصري
كامل عزت	طاهر	كامل عزت طاهر	61855	Kamil ʻIzzat al-Tahir	https://www.mideastmed.org/search/people?first-name=كامل عزت&last-name=طاهر
محمد	شكري	محمد شكري	61856	Muhammad Shukri	https://www.mideastmed.org/search/people?first-name=محمد&last-name=شكري
عادل لطفي	اباظة	عادل لطفي اباظة	61857	ʻAdil Lutfi Abaza	https://www.mideastmed.org/search/people?first-name=عادل لطفي&last-name=اباظة
حاتم افندي محمد جميل	كمال	حاتم افندي محمد جميل كمال	61858	Hatem effendi Muhammad Jamil Kamal	https://www.mideastmed.org/search/people?first-name=حاتم افندي محمد جميل&last-name=كمال
شفيق	خرطبيل	شفيق خرطبيل	61859	Shafiq Khalil Khartabil	https://www.mideastmed.org/search/people?first-name=شفيق&last-name=خرطبيل
ناجي س.		ناجي س. 	61860	Naji S. Rabi	https://www.mideastmed.org/search/people?first-name=ناجي س.&last-name=
محمد	خرطبيل	محمد خرطبيل	61861	Muhammad Khalil Khartabil	https://www.mideastmed.org/search/people?first-name=محمد&last-name=خرطبيل
جورج مراد	رزق	جورج مراد رزق	61862	George Murad Rizk	https://www.mideastmed.org/search/people?first-name=جورج مراد&last-name=رزق
تامام	غوداجيان	تامام غوداجيان	61863	Tamam Ghudajian	https://www.mideastmed.org/search/people?first-name=تامام&last-name=غوداجيان
سارة	حلاج	سارة حلاج	61864	Sara Halaj	https://www.mideastmed.org/search/people?first-name=سارة&last-name=حلاج
مريم	باسل	مريم باسل	61865	Maryam Basil	https://www.mideastmed.org/search/people?first-name=مريم&last-name=باسل
بهية	دغمان	بهية دغمان	61866	Bahiya Dughman	https://www.mideastmed.org/search/people?first-name=بهية&last-name=دغمان
الياس	حلبي	الياس حلبي	61868	Ilias Hanna Halabi	https://www.mideastmed.org/search/people?first-name=الياس&last-name=حلبي
اشكين	حلبي	اشكين حلبي	61869	Ashken O. Halabi	https://www.mideastmed.org/search/people?first-name=اشكين&last-name=حلبي
ليديا	حسون	ليديا حسون	61870	Lydia M. Hassun	https://www.mideastmed.org/search/people?first-name=ليديا&last-name=حسون
خليل	حسامي	خليل حسامي	61871	Khalil Husami	https://www.mideastmed.org/search/people?first-name=خليل&last-name=حسامي
ابراهيم	خليل خوري	ابراهيم خليل خوري	61872	Ibrahim Khuri	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=خليل خوري
اليس	ميخاليان	اليس ميخاليان	61873	Alice Mikhalian	https://www.mideastmed.org/search/people?first-name=اليس&last-name=ميخاليان
سالم	دياب	سالم دياب	61875	Salim Diyab	https://www.mideastmed.org/search/people?first-name=سالم&last-name=دياب
سالم	فريج	سالم فريج	61876	Salim Frayj	https://www.mideastmed.org/search/people?first-name=سالم&last-name=فريج
يوسف	حجار	يوسف حجار	61877	Yusuf Hajjar	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=حجار
ناصر	حليم	ناصر حليم	61878	Nasir Halim	https://www.mideastmed.org/search/people?first-name=ناصر&last-name=حليم
راشد	شكرالله	راشد شكرالله	61879	Rashid Shukrallah	https://www.mideastmed.org/search/people?first-name=راشد&last-name=شكرالله
شبلي	شميَل	شبلي شميَل	61880	Shibli Shumayyil	https://www.mideastmed.org/search/people?first-name=شبلي&last-name=شميَل
إبراهيم عوض	عربيلي	إبراهيم عوض عربيلي	61881	Ibrahim 'Arbili	https://www.mideastmed.org/search/people?first-name=إبراهيم عوض&last-name=عربيلي
سالم	عطية	سالم عطية	61882	Salim Attiyah	https://www.mideastmed.org/search/people?first-name=سالم&last-name=عطية
خليل	عازوري	خليل عازوري	61883	Khalil ʻAzuri	https://www.mideastmed.org/search/people?first-name=خليل&last-name=عازوري
أسعد	حداد	أسعد حداد	61884	Asʻad Haddad	https://www.mideastmed.org/search/people?first-name=أسعد&last-name=حداد
ابراهيم	مشاقة	ابراهيم مشاقة	61885	Ibrahim Mashakah	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=مشاقة
الياس	شكرالله	الياس شكرالله	61886	Ilyas Shukrallah	https://www.mideastmed.org/search/people?first-name=الياس&last-name=شكرالله
ايليا	فيتالي	ايليا فيتالي	61887	Iliya Vitale	https://www.mideastmed.org/search/people?first-name=ايليا&last-name=فيتالي
بشارة	زلزل	بشارة زلزل	61888	Bisharah Zalzal	https://www.mideastmed.org/search/people?first-name=بشارة&last-name=زلزل
ابراهيم	ضومط	ابراهيم ضومط	61889	Ibrahim Dumit	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=ضومط
أمين	حلبي	أمين حلبي	61890	Amin Muhammad Halabi	https://www.mideastmed.org/search/people?first-name=أمين&last-name=حلبي
عيسى	نعمان	عيسى نعمان	61891	ʻIsa Niʻman	https://www.mideastmed.org/search/people?first-name=عيسى&last-name=نعمان
سالم	جلخ	سالم جلخ	61892	Salim Jalkh	https://www.mideastmed.org/search/people?first-name=سالم&last-name=جلخ
سالم	معلوف	سالم معلوف	61893	Salim Hanna Farah Maʻluf	https://www.mideastmed.org/search/people?first-name=سالم&last-name=معلوف
شهدان	نهرة	شهدان نهرة	61894	Shahdan Nuhra	https://www.mideastmed.org/search/people?first-name=شهدان&last-name=نهرة
قيصر	أبيلا	قيصر أبيلا	61895	Kaysar Abela	https://www.mideastmed.org/search/people?first-name=قيصر&last-name=أبيلا
قيصر	غريّب	قيصر غريّب	61896	Qaysar Ghurayyib	https://www.mideastmed.org/search/people?first-name=قيصر&last-name=غريّب
جرجس	روحنا	جرجس روحنا	61897	Jurjus Ruhana	https://www.mideastmed.org/search/people?first-name=جرجس&last-name=روحنا
اسكندر	طرابلسي	اسكندر طرابلسي	61898	Iskandar Trabulsi	https://www.mideastmed.org/search/people?first-name=اسكندر&last-name=طرابلسي
يوسف	أبيلا	يوسف أبيلا	61899	Yusuf Abela	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=أبيلا
سليمان	مشاقة	سليمان مشاقة	61900	Sulayman Mashakah	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=مشاقة
فارس	صحيون	فارس صحيون	61901	Faris Sahyun	https://www.mideastmed.org/search/people?first-name=فارس&last-name=صحيون
سالم	عامون	سالم عامون	61902	Salim ʻAmmun	https://www.mideastmed.org/search/people?first-name=سالم&last-name=عامون
فضل الله عوض	عربيلي	فضل الله عوض عربيلي	61903	Fadlallah ʻArbili	https://www.mideastmed.org/search/people?first-name=فضل الله عوض&last-name=عربيلي
ملحم	فليحان	ملحم فليحان	61904	Mulhim Fulayhan	https://www.mideastmed.org/search/people?first-name=ملحم&last-name=فليحان
ميشيل	ماريّا	ميشيل ماريّا	61905	Michel Mariyya	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=ماريّا
داوود	مشاقة	داوود مشاقة	61906	Dawud Mashakah	https://www.mideastmed.org/search/people?first-name=داوود&last-name=مشاقة
أمين	مغبغب	أمين مغبغب	61907	Amin Mughabghab	https://www.mideastmed.org/search/people?first-name=أمين&last-name=مغبغب
أمين	أبو خاطر	أمين أبو خاطر	61908	Amin Abu-Khatir	https://www.mideastmed.org/search/people?first-name=أمين&last-name=أبو خاطر
داود	أبو شعر	داود أبو شعر	61909	Dawud Sulayman Abu Shaʻr	https://www.mideastmed.org/search/people?first-name=داود&last-name=أبو شعر
مراد	عازوري	مراد عازوري	61910	Murad ʻAzuri	https://www.mideastmed.org/search/people?first-name=مراد&last-name=عازوري
	بيرن	 بيرن	61930	A.A. Byrne	https://www.mideastmed.org/search/people?first-name=&last-name=بيرن
جلبيرت ثوماس	ابراهيم	جلبيرت ثوماس ابراهيم	66094	Gilbert Thomas Ibrahim	https://www.mideastmed.org/search/people?first-name=جلبيرت ثوماس&last-name=ابراهيم
نسيم	حداد	نسيم حداد	66100	Nissim Haddad	https://www.mideastmed.org/search/people?first-name=نسيم&last-name=حداد
سليم	حداد	سليم حداد	66102	Salim Haddad	https://www.mideastmed.org/search/people?first-name=سليم&last-name=حداد
وديع اسكندر	حداد	وديع اسكندر حداد	66104	Wadih Iskandar Haddad	https://www.mideastmed.org/search/people?first-name=وديع اسكندر&last-name=حداد
انطون بشارة	حاج	انطون بشارة حاج	66107	Anotoine Bishara Hajj	https://www.mideastmed.org/search/people?first-name=انطون بشارة&last-name=حاج
ايلي	حاج	ايلي حاج	66110	Elie Hajj	https://www.mideastmed.org/search/people?first-name=ايلي&last-name=حاج
	حاج	 حاج	66112	Salomon Hajj	https://www.mideastmed.org/search/people?first-name=&last-name=حاج
توفيق	حاج	توفيق حاج	66115	Tawfiq Hajj	https://www.mideastmed.org/search/people?first-name=توفيق&last-name=حاج
يوجين	هادجيس	يوجين هادجيس	66118	Eugène Hadjès	https://www.mideastmed.org/search/people?first-name=يوجين&last-name=هادجيس
ميشيل	حجار	ميشيل حجار	66123	Michel Hajjar	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=حجار
اسد	حكيم	اسد حكيم	66125	Assad Hakim	https://www.mideastmed.org/search/people?first-name=اسد&last-name=حكيم
ميشيل	حكيم	ميشيل حكيم	66127	Michel-Georges Hakim	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=حكيم
حمدي 	عناب	حمدي  عناب	66139	Hamdi 'Anab	https://www.mideastmed.org/search/people?first-name=حمدي &last-name=عناب
واصف	كنعان	واصف كنعان	66143	Wasif Kan'an	https://www.mideastmed.org/search/people?first-name=واصف&last-name=كنعان
عبد المجيد	حمادة	عبد المجيد حمادة	66162	ʿAbd al-Majid Hamada	https://www.mideastmed.org/search/people?first-name=عبد المجيد&last-name=حمادة
عبد الرؤوف	حمادة	عبد الرؤوف حمادة	66164	ʿAbd al-Raʾuf Hamada	https://www.mideastmed.org/search/people?first-name=عبد الرؤوف&last-name=حمادة
بهجت	حمود	بهجت حمود	66166	Bahjat Hammud	https://www.mideastmed.org/search/people?first-name=بهجت&last-name=حمود
لويس	حنا	لويس حنا	66168	Louis-M. Hana	https://www.mideastmed.org/search/people?first-name=لويس&last-name=حنا
شاكر	هراوي	شاكر هراوي	66170	Shakir Harawi	https://www.mideastmed.org/search/people?first-name=شاكر&last-name=هراوي
جرجس	هراوي	جرجس هراوي	66172	Georges Harawi	https://www.mideastmed.org/search/people?first-name=جرجس&last-name=هراوي
عبدالله	حرفوش	عبدالله حرفوش	66174	ʿAbdalla Harfush	https://www.mideastmed.org/search/people?first-name=عبدالله&last-name=حرفوش
اسد	حرفوش	اسد حرفوش	66176	Assad Harfush	https://www.mideastmed.org/search/people?first-name=اسد&last-name=حرفوش
وديح	حريري	وديح حريري	66178	Wadih Hariri	https://www.mideastmed.org/search/people?first-name=وديح&last-name=حريري
سليم	هرموش	سليم هرموش	66180	Salim Harmush	https://www.mideastmed.org/search/people?first-name=سليم&last-name=هرموش
حاتم	حبيب-رشيد	حاتم حبيب-رشيد	66184	Hatim Habib-Rashid	https://www.mideastmed.org/search/people?first-name=حاتم&last-name=حبيب-رشيد
حاتم	سلمان	حاتم سلمان	66188	Hatim Salman	https://www.mideastmed.org/search/people?first-name=حاتم&last-name=سلمان
ميشيل	حكيم	ميشيل حكيم	66194	Michel-P. Hakim	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=حكيم
حسن	حلمي	حسن حلمي	66198	Hasan Hilmi	https://www.mideastmed.org/search/people?first-name=حسن&last-name=حلمي
ايلي	حلو	ايلي حلو	66200	Elie Hilu	https://www.mideastmed.org/search/people?first-name=ايلي&last-name=حلو
جوزيف حبيب	حناينة	جوزيف حبيب حناينة	66202	Joseph-Habib Hanayna	https://www.mideastmed.org/search/people?first-name=جوزيف حبيب&last-name=حناينة
ستيفان	هندليان	ستيفان هندليان	66208	Stéphan Hindilian	https://www.mideastmed.org/search/people?first-name=ستيفان&last-name=هندليان
اميل	مسك	اميل مسك	66225	Emile-A. Misk	https://www.mideastmed.org/search/people?first-name=اميل&last-name=مسك
جيان	مسك	جيان مسك	66227	Jean-A. Misk	https://www.mideastmed.org/search/people?first-name=جيان&last-name=مسك
احمد	منير اسحق	احمد منير اسحق	66237	Ahmad Munir Ishaq	https://www.mideastmed.org/search/people?first-name=احمد&last-name=منير اسحق
حسين علي	مرتضى	حسين علي مرتضى	66241	Husayn Ali Murtada	https://www.mideastmed.org/search/people?first-name=حسين علي&last-name=مرتضى
سليم	دياب	سليم دياب	66243	Salim Diab	https://www.mideastmed.org/search/people?first-name=سليم&last-name=دياب
سليم	فريج	سليم فريج	66245	Salim Freij	https://www.mideastmed.org/search/people?first-name=سليم&last-name=فريج
عبدالله	رعد	عبدالله رعد	66251	ʿAbdallh Raʿad	https://www.mideastmed.org/search/people?first-name=عبدالله&last-name=رعد
شاكر		شاكر 	66253	Shakir Rabbat	https://www.mideastmed.org/search/people?first-name=شاكر&last-name=
جوزف	روكاخ	جوزف روكاخ	66257	Joseph Rokach	https://www.mideastmed.org/search/people?first-name=جوزف&last-name=روكاخ
سيمون	روزينويچ	سيمون روزينويچ	66263	Simon Rosenzweig	https://www.mideastmed.org/search/people?first-name=سيمون&last-name=روزينويچ
جوزيف	روحانا	جوزيف روحانا	66265	Joseph Ruhana	https://www.mideastmed.org/search/people?first-name=جوزيف&last-name=روحانا
بشارة	سعد	بشارة سعد	66267	Bishara Saʿad	https://www.mideastmed.org/search/people?first-name=بشارة&last-name=سعد
جوزيف	سعد	جوزيف سعد	66269	Joseph Saʿad	https://www.mideastmed.org/search/people?first-name=جوزيف&last-name=سعد
وديع بيار خوري	سعد	وديع بيار خوري سعد	66272	Wadih Pierre Khuri Saʿad	https://www.mideastmed.org/search/people?first-name=وديع بيار خوري&last-name=سعد
جوزيف	سابا	جوزيف سابا	66274	Joseph-G. Saba	https://www.mideastmed.org/search/people?first-name=جوزيف&last-name=سابا
زكي	صباغ	زكي صباغ	66275	Zaki Sabbagh	https://www.mideastmed.org/search/people?first-name=زكي&last-name=صباغ
عبد الحميد	صالح	عبد الحميد صالح	66277	ʿAbd al-Hamid Salih	https://www.mideastmed.org/search/people?first-name=عبد الحميد&last-name=صالح
ابراهيم انطون	صالح	ابراهيم انطون صالح	66280	Ibrahim Antun Salih	https://www.mideastmed.org/search/people?first-name=ابراهيم انطون&last-name=صالح
توفيق	سلهب	توفيق سلهب	66282	Tawfiq Salhab	https://www.mideastmed.org/search/people?first-name=توفيق&last-name=سلهب
ألكسندر	سالم	ألكسندر سالم	66288	Alexandre Salim	https://www.mideastmed.org/search/people?first-name=ألكسندر&last-name=سالم
صبحي	سالم	صبحي سالم	66290	Subhi Salim	https://www.mideastmed.org/search/people?first-name=صبحي&last-name=سالم
فؤاد	سماحة‎	فؤاد سماحة‎	66292	Fuʾad B. Samaha	https://www.mideastmed.org/search/people?first-name=فؤاد&last-name=سماحة‎
عبد الحسيب	سطلي	عبد الحسيب سطلي	66297	ʿAbd al-Hasib Satli	https://www.mideastmed.org/search/people?first-name=عبد الحسيب&last-name=سطلي
نجيب خليل	سكاف	نجيب خليل سكاف	66299	Najib Khalil Scaff	https://www.mideastmed.org/search/people?first-name=نجيب خليل&last-name=سكاف
محمود	صدقي	محمود صدقي	66303	Mahmud Sidqi	https://www.mideastmed.org/search/people?first-name=محمود&last-name=صدقي
فيليب	سركيس	فيليب سركيس	66305	Filib Sirkis	https://www.mideastmed.org/search/people?first-name=فيليب&last-name=سركيس
محمود حسين	طبارة	محمود حسين طبارة	66307	Mahmud Husayn Tabbara	https://www.mideastmed.org/search/people?first-name=محمود حسين&last-name=طبارة
سالم	عطيّة	سالم عطيّة	66310	Salim Attiyyah	https://www.mideastmed.org/search/people?first-name=سالم&last-name=عطيّة
سالم محمد 	حلّاق	سالم محمد  حلّاق	66314	Salim Muhammad Hallak 	https://www.mideastmed.org/search/people?first-name=سالم محمد &last-name=حلّاق
داوود بشارة 	نحّول 	داوود بشارة  نحّول 	66317	Dawud Bishara Nahhul	https://www.mideastmed.org/search/people?first-name=داوود بشارة &last-name=نحّول 
نعمان	فارس	نعمان فارس	66324	Niʻman Faris 	https://www.mideastmed.org/search/people?first-name=نعمان&last-name=فارس
	حبيب	 حبيب	66330	Tawa Habib	https://www.mideastmed.org/search/people?first-name=&last-name=حبيب
ابراهيم	طويل	ابراهيم طويل	66332	Ibrahim Tawil	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=طويل
عبدالله محمد	يوسف	عبدالله محمد يوسف	66339	ʿAbdallah Muhammad Yusuf	https://www.mideastmed.org/search/people?first-name=عبدالله محمد&last-name=يوسف
رشيد	عبدالله	رشيد عبدالله	66342	Rashid ʿAbdallah	https://www.mideastmed.org/search/people?first-name=رشيد&last-name=عبدالله
محمد	عبد المجيد	محمد عبد المجيد	66344	Muhammad ʿAbd al-Majid	https://www.mideastmed.org/search/people?first-name=محمد&last-name=عبد المجيد
احمد	عبد السلام	احمد عبد السلام	66346	Ahmad ʿAbd al-Salam	https://www.mideastmed.org/search/people?first-name=احمد&last-name=عبد السلام
انطون	ابي نادر	انطون ابي نادر	66348	Antoine Abi Nadir	https://www.mideastmed.org/search/people?first-name=انطون&last-name=ابي نادر
امين	ابو خالد	امين ابو خالد	66350	Amin Abu Khalid	https://www.mideastmed.org/search/people?first-name=امين&last-name=ابو خالد
ميشيل	ابو خالد	ميشيل ابو خالد	66352	Mishil Abu Khalid	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=ابو خالد
نجيب يوسف	ابو سليمان	نجيب يوسف ابو سليمان	66354	Najib Yusuf Abu Sulayman	https://www.mideastmed.org/search/people?first-name=نجيب يوسف&last-name=ابو سليمان
سليم يوسف	ابو سليمان	سليم يوسف ابو سليمان	66356	Salim Yusuf Abu Sulayman	https://www.mideastmed.org/search/people?first-name=سليم يوسف&last-name=ابو سليمان
عازوري	سعيد	عازوري سعيد	66359	ʿAzuri Saʿid	https://www.mideastmed.org/search/people?first-name=عازوري&last-name=سعيد
نعيم	عازر	نعيم عازر	66361	Naʿim ʿAzzar	https://www.mideastmed.org/search/people?first-name=نعيم&last-name=عازر
جميلة	حداد	جميلة حداد	66373	Jamila Haddad	https://www.mideastmed.org/search/people?first-name=جميلة&last-name=حداد
ابراهيم	هبرا	ابراهيم هبرا	66375	Ibrahim Habra	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=هبرا
نسيم	حبيب	نسيم حبيب	66377	Nissim Habib	https://www.mideastmed.org/search/people?first-name=نسيم&last-name=حبيب
حبيب	غصن	حبيب غصن	66380	Habib Ghusn	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=غصن
فتحالله	غنيمة	فتحالله غنيمة	66383	Fathallah Ghanima	https://www.mideastmed.org/search/people?first-name=فتحالله&last-name=غنيمة
صبري	عبادي	صبري عبادي	66388	Sabri ʿAbadi	https://www.mideastmed.org/search/people?first-name=صبري&last-name=عبادي
هنري حمزة	عباس	هنري حمزة عباس	66390	Henri Hamza ʿAbbas	https://www.mideastmed.org/search/people?first-name=هنري حمزة&last-name=عباس
يوسف نعمان	عباس	يوسف نعمان عباس	66393	Yusuf Naʿman ʿAbbas	https://www.mideastmed.org/search/people?first-name=يوسف نعمان&last-name=عباس
سليم نعمان	عباس	سليم نعمان عباس	66395	Salim Naʿman ʿAbbas	https://www.mideastmed.org/search/people?first-name=سليم نعمان&last-name=عباس
ميشيل	عبود حلو	ميشيل عبود حلو	66397	Michel ʿAbud Hilu	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=عبود حلو
أمين	أنطاكي	أمين أنطاكي	66404	Amin Antaki	https://www.mideastmed.org/search/people?first-name=أمين&last-name=أنطاكي
أنطاكي		أنطاكي 	66406	Jean-Farid Antaki	https://www.mideastmed.org/search/people?first-name=أنطاكي&last-name=
عارف	أرسلان‎‎	عارف أرسلان‎‎	66410	ʿArif Arslan	https://www.mideastmed.org/search/people?first-name=عارف&last-name=أرسلان‎‎
سعدي	عربي	سعدي عربي	66412	Saʿadi ʿArabi	https://www.mideastmed.org/search/people?first-name=سعدي&last-name=عربي
محمد	امين	محمد امين	66426	Muhammad Amin	https://www.mideastmed.org/search/people?first-name=محمد&last-name=امين
نقولا	أنجليل	نقولا أنجليل	66430	Angelil Nicolas	https://www.mideastmed.org/search/people?first-name=نقولا&last-name=أنجليل
عزيز ن	عون	عزيز ن عون	66433	ʿAziz N. ʿAwn	https://www.mideastmed.org/search/people?first-name=عزيز ن&last-name=عون
يوسف رزقالله	عرقتنجي	يوسف رزقالله عرقتنجي	66435	Yusuf Rizqallah ʿAraqtinji	https://www.mideastmed.org/search/people?first-name=يوسف رزقالله&last-name=عرقتنجي
يوسف ق.	عون	يوسف ق. عون	66438	Yusuf Q. ʿAwn	https://www.mideastmed.org/search/people?first-name=يوسف ق.&last-name=عون
سليم	داوود	سليم داوود	66440	Salim Dawud	https://www.mideastmed.org/search/people?first-name=سليم&last-name=داوود
فريد	بدوي	فريد بدوي	66442	Farid Badawi	https://www.mideastmed.org/search/people?first-name=فريد&last-name=بدوي
خليل	بخوس	خليل بخوس	66447	Khalil Bakhos	https://www.mideastmed.org/search/people?first-name=خليل&last-name=بخوس
