RTL First name	RTL Last name	RTL Full name	Entity ID	Latin full name	Search URL
نحوم	بخوس	نحوم بخوس	66449	Nahum Bakhos	https://www.mideastmed.org/search/people?first-name=نحوم&last-name=بخوس
وديح سليم	بردويل	وديح سليم بردويل	66456	Wadih Salim Bardawil	https://www.mideastmed.org/search/people?first-name=وديح سليم&last-name=بردويل
شقري	بلان	شقري بلان	66469	Shuqri Bilan	https://www.mideastmed.org/search/people?first-name=شقري&last-name=بلان
وفيق	بيدون	وفيق بيدون	66474	Wafiq Baydun	https://www.mideastmed.org/search/people?first-name=وفيق&last-name=بيدون
بشارة	بطرس	بشارة بطرس	66480	Bisharah Butrus	https://www.mideastmed.org/search/people?first-name=بشارة&last-name=بطرس
إبراهيم	تقلا	إبراهيم تقلا	66486	Ibrahim Takla 	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=تقلا
يوسف	عنحوري	يوسف عنحوري	66490	Yusuf Anhuri	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=عنحوري
أسعد	بشير	أسعد بشير	66494	Asʿad Bashir	https://www.mideastmed.org/search/people?first-name=أسعد&last-name=بشير
سانحة بلقيس	 امين زكي	سانحة بلقيس  امين زكي	66497	Saniha Balqis Amin Zaki	https://www.mideastmed.org/search/people?first-name=سانحة بلقيس&last-name= امين زكي
حسقل موش 	حداد	حسقل موش  حداد	66499	Heskel Moshe Haddad	https://www.mideastmed.org/search/people?first-name=حسقل موش &last-name=حداد
نسيم	عربيلي	نسيم عربيلي	66502	Nasim 'Arbili	https://www.mideastmed.org/search/people?first-name=نسيم&last-name=عربيلي
إسكندر	مشاقة	إسكندر مشاقة	66505	Iskandar Mashakah	https://www.mideastmed.org/search/people?first-name=إسكندر&last-name=مشاقة
بشارة	منسّة	بشارة منسّة	66508	Beshara Manasseh	https://www.mideastmed.org/search/people?first-name=بشارة&last-name=منسّة
يوسف إبراهيم	كحيل	يوسف إبراهيم كحيل	66520	Yusuf Ibrahim Kahil	https://www.mideastmed.org/search/people?first-name=يوسف إبراهيم&last-name=كحيل
بعقوب	ملاط	بعقوب ملاط	66523	Ya'kub Mallat	https://www.mideastmed.org/search/people?first-name=بعقوب&last-name=ملاط
بطرس ناصيف	لبكي	بطرس ناصيف لبكي	66526	Butrus Nasif Labaki	https://www.mideastmed.org/search/people?first-name=بطرس ناصيف&last-name=لبكي
بطرس	شكر الله	بطرس شكر الله	66529	Butrus Shukrallah	https://www.mideastmed.org/search/people?first-name=بطرس&last-name=شكر الله
نجيب	طنوس عبده	نجيب طنوس عبده	66532	Nagib Abdou	https://www.mideastmed.org/search/people?first-name=نجيب&last-name=طنوس عبده
فارس	خليل حداد	فارس خليل حداد	66538	Faris Haddad	https://www.mideastmed.org/search/people?first-name=فارس&last-name=خليل حداد
زينوب	بيوريكيدجيان	زينوب بيوريكيدجيان	66545	Zénope Beurekdjian	https://www.mideastmed.org/search/people?first-name=زينوب&last-name=بيوريكيدجيان
أرشاغ	بوغوصيان	أرشاغ بوغوصيان	66548	Archag Boghossian	https://www.mideastmed.org/search/people?first-name=أرشاغ&last-name=بوغوصيان
واهارشاغ	بوغوصيان	واهارشاغ بوغوصيان	66550	Waharchag Boghossian	https://www.mideastmed.org/search/people?first-name=واهارشاغ&last-name=بوغوصيان
يوسف داود 	البستاني	يوسف داود  البستاني	66552	Yusuf Dawud al-Bustani	https://www.mideastmed.org/search/people?first-name=يوسف داود &last-name=البستاني
حسين	قباني	حسين قباني	66565	Husayn Qabani	https://www.mideastmed.org/search/people?first-name=حسين&last-name=قباني
حبيب	قرداحي	حبيب قرداحي	66571	Habib Qardahi	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=قرداحي
علي حيدر	الشيشيني	علي حيدر الشيشيني	66576	ʿAly Haydar al-Shishiny	https://www.mideastmed.org/search/people?first-name=علي حيدر&last-name=الشيشيني
فتح الله	دهان	فتح الله دهان	66587	Fathallah Dahan	https://www.mideastmed.org/search/people?first-name=فتح الله&last-name=دهان
ماكس	دهان	ماكس دهان	66589	Max Dahan	https://www.mideastmed.org/search/people?first-name=ماكس&last-name=دهان
ميشيل	بريدي	ميشيل بريدي	66591	Michel Braidi	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=بريدي
ايلي	بعقليني	ايلي بعقليني	66602	Elie Baʿqlini	https://www.mideastmed.org/search/people?first-name=ايلي&last-name=بعقليني
نعمت الله	بعقليني	نعمت الله بعقليني	66604	Niʿmatallah B. Baʿqlini	https://www.mideastmed.org/search/people?first-name=نعمت الله&last-name=بعقليني
رزق الله	بعقليني	رزق الله بعقليني	66607	Rizallah Baʿqlini	https://www.mideastmed.org/search/people?first-name=رزق الله&last-name=بعقليني
سامي	شقرة	سامي شقرة	66615	sami Shaqra	https://www.mideastmed.org/search/people?first-name=سامي&last-name=شقرة
نجيب ميشل	شمعون	نجيب ميشل شمعون	66618	Najib Michel Shamʿun	https://www.mideastmed.org/search/people?first-name=نجيب ميشل&last-name=شمعون
هنري	شاؤول	هنري شاؤول	66621	Henri Chaoul	https://www.mideastmed.org/search/people?first-name=هنري&last-name=شاؤول
شميل	شهاب	شميل شهاب	66623	Shumayl Shihab	https://www.mideastmed.org/search/people?first-name=شميل&last-name=شهاب
سليم ألياس	أبو خليل	سليم ألياس أبو خليل	66631	Salim Ilyas Abu Khalil	https://www.mideastmed.org/search/people?first-name=سليم ألياس&last-name=أبو خليل
امين بطرس 	حداد 	امين بطرس  حداد 	66638	Amin Butrus  Haddad	https://www.mideastmed.org/search/people?first-name=امين بطرس &last-name=حداد 
عبده	موسى	عبده موسى	66642	‘Abdu Musa	https://www.mideastmed.org/search/people?first-name=عبده&last-name=موسى
حبيب	طوبجي	حبيب طوبجي	66647	Habib Tubbaji	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=طوبجي
ضاهر	زعني	ضاهر زعني	66651	Dahir Z'anni	https://www.mideastmed.org/search/people?first-name=ضاهر&last-name=زعني
محمد	فضلي	محمد فضلي	66657	Muhammad Fadli	https://www.mideastmed.org/search/people?first-name=محمد&last-name=فضلي
ايلي	فرح	ايلي فرح	66661	Elie Farah	https://www.mideastmed.org/search/people?first-name=ايلي&last-name=فرح
فوزي تامر	فرح	فوزي تامر فرح	66663	Fawzi Tamir Farah	https://www.mideastmed.org/search/people?first-name=فوزي تامر&last-name=فرح
جورج تامر	فرح	جورج تامر فرح	66666	George Tamir Farah	https://www.mideastmed.org/search/people?first-name=جورج تامر&last-name=فرح
يوسف سليمان	فرح	يوسف سليمان فرح	66668	Yusuf Sulayman Farah	https://www.mideastmed.org/search/people?first-name=يوسف سليمان&last-name=فرح
صبري	فرح	صبري فرح	66670	Sabri Farah	https://www.mideastmed.org/search/people?first-name=صبري&last-name=فرح
سليم	فرح	سليم فرح	66672	Salim Farah	https://www.mideastmed.org/search/people?first-name=سليم&last-name=فرح
فيكتور ميخائيل	فرح	فيكتور ميخائيل فرح	66674	Victor Michel Farah	https://www.mideastmed.org/search/people?first-name=فيكتور ميخائيل&last-name=فرح
سليم مراد	فرحي	سليم مراد فرحي	66676	Salim Murad Farhi	https://www.mideastmed.org/search/people?first-name=سليم مراد&last-name=فرحي
نقولا	فياض	نقولا فياض	66678	Nikula Fayyad	https://www.mideastmed.org/search/people?first-name=نقولا&last-name=فياض
בנציון בכור	פרנקו	בנציון בכור פרנקו	66682	Bension Béhor Franco	https://www.mideastmed.org/search/people?first-name=בנציון בכור&last-name=פרנקו
	فرنجية	 فرنجية	66685	Paul Frangieh	https://www.mideastmed.org/search/people?first-name=&last-name=فرنجية
سليمان	فريحة	سليمان فريحة	66691	Sulayman Ide Frayhah	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=فريحة
بشارة	فرن	بشارة فرن	66693	Bishara Furn	https://www.mideastmed.org/search/people?first-name=بشارة&last-name=فرن
مارك	حبشة	مارك حبشة	66695	Mark Habashi	https://www.mideastmed.org/search/people?first-name=مارك&last-name=حبشة
أنطوان	جبارة	أنطوان جبارة	66712	Antoine Jibara	https://www.mideastmed.org/search/people?first-name=أنطوان&last-name=جبارة
أنطوان	جبارة	أنطوان جبارة	66714	Antoine Jibara	https://www.mideastmed.org/search/people?first-name=أنطوان&last-name=جبارة
يوسف	جباره	يوسف جباره	66716	Yusuf Jibara	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=جباره
امين	جميل	امين جميل	66720	Amin Jumayl	https://www.mideastmed.org/search/people?first-name=امين&last-name=جميل
صالح	دبلان	صالح دبلان	66728	Saleh Dablan	https://www.mideastmed.org/search/people?first-name=صالح&last-name=دبلان
هنري	دومونت	هنري دومونت	66735	Henri Dumont	https://www.mideastmed.org/search/people?first-name=هنري&last-name=دومونت
דוד	אלישר	דוד אלישר	66743	David Eliachar	https://www.mideastmed.org/search/people?first-name=דוד&last-name=אלישר
يوسف	عيسى عبيد	يوسف عيسى عبيد	66745	Yusuf ‘Isa ‘Ubayd	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=عيسى عبيد
حليم	قدورة	حليم قدورة	66755	Halim Qadurah	https://www.mideastmed.org/search/people?first-name=حليم&last-name=قدورة
يوسف		يوسف 	66757	Yusuf Kahil	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=
فائق ميشل	خوري	فائق ميشل خوري	66766	Fa’iq Michel Khuri	https://www.mideastmed.org/search/people?first-name=فائق ميشل&last-name=خوري
الفرد	خوري	الفرد خوري	66769	Alfred Khuri	https://www.mideastmed.org/search/people?first-name=الفرد&last-name=خوري
مراد	بارودي	مراد بارودي	66771	Murad Barudi	https://www.mideastmed.org/search/people?first-name=مراد&last-name=بارودي
ناعوم	جهامي	ناعوم جهامي	66774	Na'um Jahami	https://www.mideastmed.org/search/people?first-name=ناعوم&last-name=جهامي
فارس	ملّاط	فارس ملّاط	66777	Faris Mallat	https://www.mideastmed.org/search/people?first-name=فارس&last-name=ملّاط
سيّد	نصر الدّين	سيّد نصر الدّين	66781	Sayed Nasruddin	https://www.mideastmed.org/search/people?first-name=سيّد&last-name=نصر الدّين
أديب	قدّورة	أديب قدّورة	66785	Adib Kaddurah	https://www.mideastmed.org/search/people?first-name=أديب&last-name=قدّورة
أسعد	حسن سليمان سليم	أسعد حسن سليمان سليم	66789	As'ad Slim	https://www.mideastmed.org/search/people?first-name=أسعد&last-name=حسن سليمان سليم
حبيب	شحلاوي	حبيب شحلاوي	66793	Habib Shahlawi	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=شحلاوي
ديمتري	سيوفي	ديمتري سيوفي	66798	Dimtri Suyufi	https://www.mideastmed.org/search/people?first-name=ديمتري&last-name=سيوفي
إبراهيم	زعرب	إبراهيم زعرب	66803	Ibrahim Zuʿrub	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=زعرب
شكري	عرمان	شكري عرمان	66810	Shukri 'Araman	https://www.mideastmed.org/search/people?first-name=شكري&last-name=عرمان
شكري	بوتاجي	شكري بوتاجي	66812	Shukri Boutagy	https://www.mideastmed.org/search/people?first-name=شكري&last-name=بوتاجي
شاكر	دباغي	شاكر دباغي	66818	Shakir Dabaghi	https://www.mideastmed.org/search/people?first-name=شاكر&last-name=دباغي
سمعان	خوري	سمعان خوري	66827	Sim'an Khuri	https://www.mideastmed.org/search/people?first-name=سمعان&last-name=خوري
ميخائيل	مسلم	ميخائيل مسلم	66830	Mikhail Mussalim	https://www.mideastmed.org/search/people?first-name=ميخائيل&last-name=مسلم
ناصيف	مطران	ناصيف مطران	66832	Nasif Mutran	https://www.mideastmed.org/search/people?first-name=ناصيف&last-name=مطران
وهبي	صليبي	وهبي صليبي	66836	Salibi Wihbeh	https://www.mideastmed.org/search/people?first-name=وهبي&last-name=صليبي
يوسف	سليم	يوسف سليم	66839	Yusuf Slim	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=سليم
سليمان	خليل	سليمان خليل	66843	Khalil Sulayman	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=خليل
فارس	نعمة	فارس نعمة	66851	Faris Naʿama	https://www.mideastmed.org/search/people?first-name=فارس&last-name=نعمة
يوسف	نعمة	يوسف نعمة	66854	Yusuf Naʿama	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=نعمة
أنطوان	نقاش	أنطوان نقاش	66856	Antoine Naqash	https://www.mideastmed.org/search/people?first-name=أنطوان&last-name=نقاش
يوسف	نصر	يوسف نصر	66858	Yusuf Nasr	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=نصر
	ناصر	 ناصر	66860	Pétraki Nasir	https://www.mideastmed.org/search/people?first-name=&last-name=ناصر
بهجت	ناصوري 	بهجت ناصوري 	66862	Bahjat Nasuri	https://www.mideastmed.org/search/people?first-name=بهجت&last-name=ناصوري 
